LCLid,StdorToU,DateTime,KWHhh,TimeOfDay
MAC000003,Std,2012-09-05T10:30:00,0.141,10:30:00
MAC000003,Std,2012-09-05T11:00:00,0.26,11:00:00
MAC000003,Std,2012-09-05T11:30:00,0.207,11:30:00
MAC000003,Std,2012-09-05T12:00:00,0.267,12:00:00
MAC000003,Std,2012-09-05T12:30:00,0.177,12:30:00
MAC000003,Std,2012-09-05T13:00:00,0.125,13:00:00
MAC000003,Std,2012-09-05T13:30:00,0.139,13:30:00
MAC000003,Std,2012-09-05T14:00:00,0.088,14:00:00
MAC000003,Std,2012-09-05T14:30:00,0.078,14:30:00
MAC000003,Std,2012-09-05T15:00:00,0.08,15:00:00
MAC000003,Std,2012-09-05T15:30:00,0.056,15:30:00
MAC000003,Std,2012-09-05T16:00:00,0.143,16:00:00
MAC000003,Std,2012-09-05T16:30:00,0.13,16:30:00
MAC000003,Std,2012-09-05T17:00:00,0.127,17:00:00
MAC000003,Std,2012-09-05T17:30:00,0.255,17:30:00
MAC000003,Std,2012-09-05T18:00:00,0.394,18:00:00
MAC000003,Std,2012-09-05T18:30:00,0.287,18:30:00
MAC000003,Std,2012-09-05T19:00:00,0.201,19:00:00
MAC000003,Std,2012-09-05T19:30:00,0.225,19:30:00
MAC000003,Std,2012-09-05T20:00:00,0.218,20:00:00
MAC000003,Std,2012-09-05T20:30:00,0.182,20:30:00
MAC000003,Std,2012-09-05T21:00:00,0.225,21:00:00
MAC000003,Std,2012-09-05T21:30:00,0.184,21:30:00
MAC000003,Std,2012-09-05T22:00:00,0.188,22:00:00
MAC000003,Std,2012-09-05T22:30:00,0.136,22:30:00
MAC000003,Std,2012-09-05T23:00:00,0.075,23:00:00
MAC000003,Std,2012-09-05T23:30:00,0.119,23:30:00
MAC000003,Std,2012-09-06T00:00:00,0.115,0:00:00
MAC000003,Std,2012-09-06T00:30:00,1.51,0:30:00
MAC000003,Std,2012-09-06T01:00:00,1.497,1:00:00
MAC000003,Std,2012-09-06T01:30:00,0.231,1:30:00
MAC000003,Std,2012-09-06T02:00:00,0.269,2:00:00
MAC000003,Std,2012-09-06T02:30:00,0.255,2:30:00
MAC000003,Std,2012-09-06T03:00:00,0.09,3:00:00
MAC000003,Std,2012-09-06T03:30:00,0.354,3:30:00
MAC000003,Std,2012-09-06T04:00:00,0.15,4:00:00
MAC000003,Std,2012-09-06T04:30:00,0.116,4:30:00
MAC000003,Std,2012-09-06T05:00:00,0.425,5:00:00
MAC000003,Std,2012-09-06T05:30:00,0.137,5:30:00
MAC000003,Std,2012-09-06T06:00:00,0.071,6:00:00
MAC000003,Std,2012-09-06T06:30:00,0.496,6:30:00
MAC000003,Std,2012-09-06T07:00:00,0.877,7:00:00
MAC000003,Std,2012-09-06T07:30:00,0.269,7:30:00
MAC000003,Std,2012-09-06T08:00:00,0.28,8:00:00
MAC000003,Std,2012-09-06T08:30:00,0.229,8:30:00
MAC000003,Std,2012-09-06T09:00:00,0.263,9:00:00
MAC000003,Std,2012-09-06T09:30:00,0.117,9:30:00
MAC000003,Std,2012-09-06T10:00:00,0.101,10:00:00
MAC000003,Std,2012-09-06T10:30:00,0.077,10:30:00
MAC000003,Std,2012-09-06T11:00:00,0.058,11:00:00
MAC000003,Std,2012-09-06T11:30:00,0.245,11:30:00
MAC000003,Std,2012-09-06T12:00:00,0.568,12:00:00
MAC000003,Std,2012-09-06T12:30:00,0.274,12:30:00
MAC000003,Std,2012-09-06T13:00:00,0.162,13:00:00
MAC000003,Std,2012-09-06T13:30:00,0.136,13:30:00
MAC000003,Std,2012-09-06T14:00:00,0.114,14:00:00
MAC000003,Std,2012-09-06T14:30:00,0.053,14:30:00
MAC000003,Std,2012-09-06T15:00:00,0.09,15:00:00
MAC000003,Std,2012-09-06T15:30:00,0.068,15:30:00
MAC000003,Std,2012-09-06T16:00:00,0.11,16:00:00
MAC000003,Std,2012-09-06T16:30:00,0.13,16:30:00
MAC000003,Std,2012-09-06T17:00:00,0.093,17:00:00
MAC000003,Std,2012-09-06T17:30:00,0.129,17:30:00
MAC000003,Std,2012-09-06T18:00:00,0.074,18:00:00
MAC000003,Std,2012-09-06T18:30:00,0.145,18:30:00
MAC000003,Std,2012-09-06T19:00:00,0.257,19:00:00
MAC000003,Std,2012-09-06T19:30:00,0.718,19:30:00
MAC000003,Std,2012-09-06T20:00:00,0.28,20:00:00
MAC000003,Std,2012-09-06T20:30:00,0.241,20:30:00
MAC000003,Std,2012-09-06T21:00:00,0.263,21:00:00
MAC000003,Std,2012-09-06T21:30:00,0.22,21:30:00
MAC000003,Std,2012-09-06T22:00:00,0.16,22:00:00
MAC000003,Std,2012-09-06T22:30:00,0.178,22:30:00
MAC000003,Std,2012-09-06T23:00:00,0.137,23:00:00
MAC000003,Std,2012-09-06T23:30:00,0.176,23:30:00
MAC000003,Std,2012-09-07T00:00:00,0.193,0:00:00
MAC000003,Std,2012-09-07T00:30:00,1.55,0:30:00
MAC000003,Std,2012-09-07T01:00:00,1.644,1:00:00
MAC000003,Std,2012-09-07T01:30:00,0.277,1:30:00
MAC000003,Std,2012-09-07T02:00:00,0.166,2:00:00
MAC000003,Std,2012-09-07T02:30:00,0.487,2:30:00
MAC000003,Std,2012-09-07T03:00:00,0.152,3:00:00
MAC000003,Std,2012-09-07T03:30:00,0.139,3:30:00
MAC000003,Std,2012-09-07T04:00:00,0.466,4:00:00
MAC000003,Std,2012-09-07T04:30:00,0.122,4:30:00
MAC000003,Std,2012-09-07T05:00:00,0.057,5:00:00
MAC000003,Std,2012-09-07T05:30:00,0.096,5:30:00
MAC000003,Std,2012-09-07T06:00:00,0.562,6:00:00
MAC000003,Std,2012-09-07T06:30:00,0.558,6:30:00
MAC000003,Std,2012-09-07T07:00:00,0.599,7:00:00
MAC000003,Std,2012-09-07T07:30:00,0.249,7:30:00
MAC000003,Std,2012-09-07T08:00:00,0.228,8:00:00
MAC000003,Std,2012-09-07T08:30:00,0.214,8:30:00
MAC000003,Std,2012-09-07T09:00:00,0.196,9:00:00
MAC000003,Std,2012-09-07T09:30:00,0.279,9:30:00
MAC000003,Std,2012-09-07T10:00:00,0.305,10:00:00
MAC000003,Std,2012-09-07T10:30:00,0.347,10:30:00
MAC000003,Std,2012-09-07T11:00:00,0.247,11:00:00
MAC000003,Std,2012-09-07T11:30:00,0.164,11:30:00
MAC000003,Std,2012-09-07T12:00:00,0.179,12:00:00
MAC000003,Std,2012-09-07T12:30:00,0.092,12:30:00
MAC000003,Std,2012-09-07T13:00:00,0.083,13:00:00
MAC000003,Std,2012-09-07T13:30:00,0.075,13:30:00
MAC000003,Std,2012-09-07T14:00:00,0.095,14:00:00
MAC000003,Std,2012-09-07T14:30:00,0.138,14:30:00
MAC000003,Std,2012-09-07T15:00:00,0.093,15:00:00
MAC000003,Std,2012-09-07T15:30:00,0.166,15:30:00
MAC000003,Std,2012-09-07T16:00:00,0.262,16:00:00
MAC000003,Std,2012-09-07T16:30:00,0.205,16:30:00
MAC000003,Std,2012-09-07T17:00:00,0.117,17:00:00
MAC000003,Std,2012-09-07T17:30:00,0.072,17:30:00
MAC000003,Std,2012-09-07T18:00:00,0.201,18:00:00
MAC000003,Std,2012-09-07T18:30:00,0.299,18:30:00
MAC000003,Std,2012-09-07T19:00:00,0.245,19:00:00
MAC000003,Std,2012-09-07T19:30:00,0.206,19:30:00
MAC000003,Std,2012-09-07T20:00:00,0.15,20:00:00
MAC000003,Std,2012-09-07T20:30:00,0.141,20:30:00
MAC000003,Std,2012-09-07T21:00:00,0.131,21:00:00
MAC000003,Std,2012-09-07T21:30:00,0.113,21:30:00
MAC000003,Std,2012-09-07T22:00:00,0.169,22:00:00
MAC000003,Std,2012-09-07T22:30:00,0.162,22:30:00
MAC000003,Std,2012-09-07T23:00:00,0.181,23:00:00
MAC000003,Std,2012-09-07T23:30:00,0.141,23:30:00
MAC000003,Std,2012-09-08T00:00:00,0.088,0:00:00
MAC000003,Std,2012-09-08T00:30:00,1.54,0:30:00
MAC000003,Std,2012-09-08T01:00:00,1.499,1:00:00
MAC000003,Std,2012-09-08T01:30:00,0.543,1:30:00
MAC000003,Std,2012-09-08T02:00:00,0.126,2:00:00
MAC000003,Std,2012-09-08T02:30:00,0.543,2:30:00
MAC000003,Std,2012-09-08T03:00:00,0.15,3:00:00
MAC000003,Std,2012-09-08T03:30:00,0.443,3:30:00
MAC000003,Std,2012-09-08T04:00:00,0.094,4:00:00
MAC000003,Std,2012-09-08T04:30:00,0.056,4:30:00
MAC000003,Std,2012-09-08T05:00:00,0.412,5:00:00
MAC000003,Std,2012-09-08T05:30:00,0.147,5:30:00
MAC000003,Std,2012-09-08T06:00:00,0.167,6:00:00
MAC000003,Std,2012-09-08T06:30:00,0.611,6:30:00
MAC000003,Std,2012-09-08T07:00:00,0.569,7:00:00
MAC000003,Std,2012-09-08T07:30:00,0.115,7:30:00
MAC000003,Std,2012-09-08T08:00:00,0.076,8:00:00
MAC000003,Std,2012-09-08T08:30:00,0.089,8:30:00
MAC000003,Std,2012-09-08T09:00:00,0.141,9:00:00
MAC000003,Std,2012-09-08T09:30:00,0.099,9:30:00
MAC000003,Std,2012-09-08T10:00:00,0.14,10:00:00
MAC000003,Std,2012-09-08T10:30:00,0.14,10:30:00
MAC000003,Std,2012-09-08T11:00:00,0.231,11:00:00
MAC000003,Std,2012-09-08T11:30:00,0.81,11:30:00
MAC000003,Std,2012-09-08T12:00:00,0.306,12:00:00
MAC000003,Std,2012-09-08T12:30:00,0.296,12:30:00
MAC000003,Std,2012-09-08T13:00:00,0.232,13:00:00
MAC000003,Std,2012-09-08T13:30:00,0.176,13:30:00
MAC000003,Std,2012-09-08T14:00:00,0.131,14:00:00
MAC000003,Std,2012-09-08T14:30:00,0.097,14:30:00
MAC000003,Std,2012-09-08T15:00:00,0.122,15:00:00
MAC000003,Std,2012-09-08T15:30:00,0.129,15:30:00
MAC000003,Std,2012-09-08T16:00:00,0.134,16:00:00
MAC000003,Std,2012-09-08T16:30:00,0.15,16:30:00
MAC000003,Std,2012-09-08T17:00:00,0.108,17:00:00
MAC000003,Std,2012-09-08T17:30:00,0.18,17:30:00
MAC000003,Std,2012-09-08T18:00:00,0.118,18:00:00
MAC000003,Std,2012-09-08T18:30:00,0.097,18:30:00
MAC000003,Std,2012-09-08T19:00:00,0.603,19:00:00
MAC000003,Std,2012-09-08T19:30:00,0.202,19:30:00
MAC000003,Std,2012-09-08T20:00:00,0.279,20:00:00
MAC000003,Std,2012-09-08T20:30:00,0.189,20:30:00
MAC000003,Std,2012-09-08T21:00:00,0.166,21:00:00
MAC000003,Std,2012-09-08T21:30:00,0.206,21:30:00
MAC000003,Std,2012-09-08T22:00:00,0.128,22:00:00
MAC000003,Std,2012-09-08T22:30:00,0.128,22:30:00
MAC000003,Std,2012-09-08T23:00:00,0.106,23:00:00
MAC000003,Std,2012-09-08T23:30:00,0.1,23:30:00
MAC000003,Std,2012-09-09T00:00:00,0.146,0:00:00
MAC000003,Std,2012-09-09T00:30:00,1.549,0:30:00
MAC000003,Std,2012-09-09T01:00:00,1.078,1:00:00
MAC000003,Std,2012-09-09T01:30:00,0.106,1:30:00
MAC000003,Std,2012-09-09T02:00:00,0.54,2:00:00
MAC000003,Std,2012-09-09T02:30:00,0.085,2:30:00
MAC000003,Std,2012-09-09T03:00:00,0.103,3:00:00
MAC000003,Std,2012-09-09T03:30:00,0.479,3:30:00
MAC000003,Std,2012-09-09T04:00:00,0.156,4:00:00
MAC000003,Std,2012-09-09T04:30:00,0.168,4:30:00
MAC000003,Std,2012-09-09T05:00:00,0.442,5:00:00
MAC000003,Std,2012-09-09T05:30:00,0.075,5:30:00
MAC000003,Std,2012-09-09T06:00:00,0.113,6:00:00
MAC000003,Std,2012-09-09T06:30:00,0.093,6:30:00
MAC000003,Std,2012-09-09T07:00:00,0.465,7:00:00
MAC000003,Std,2012-09-09T07:30:00,0.177,7:30:00
MAC000003,Std,2012-09-09T08:00:00,0.294,8:00:00
MAC000003,Std,2012-09-09T08:30:00,0.282,8:30:00
MAC000003,Std,2012-09-09T09:00:00,0.297,9:00:00
MAC000003,Std,2012-09-09T09:30:00,0.204,9:30:00
MAC000003,Std,2012-09-09T10:00:00,0.255,10:00:00
MAC000003,Std,2012-09-09T10:30:00,0.225,10:30:00
MAC000003,Std,2012-09-09T11:00:00,0.277,11:00:00
MAC000003,Std,2012-09-09T11:30:00,0.175,11:30:00
MAC000003,Std,2012-09-09T12:00:00,0.139,12:00:00
MAC000003,Std,2012-09-09T12:30:00,0.751,12:30:00
MAC000003,Std,2012-09-09T13:00:00,0.633,13:00:00
MAC000003,Std,2012-09-09T13:30:00,0.197,13:30:00
MAC000003,Std,2012-09-09T14:00:00,0.189,14:00:00
MAC000003,Std,2012-09-09T14:30:00,0.114,14:30:00
MAC000003,Std,2012-09-09T15:00:00,0.114,15:00:00
MAC000003,Std,2012-09-09T15:30:00,0.077,15:30:00
MAC000003,Std,2012-09-09T16:00:00,0.08,16:00:00
MAC000003,Std,2012-09-09T16:30:00,0.117,16:30:00
MAC000003,Std,2012-09-09T17:00:00,0.133,17:00:00
MAC000003,Std,2012-09-09T17:30:00,0.172,17:30:00
MAC000003,Std,2012-09-09T18:00:00,0.178,18:00:00
MAC000003,Std,2012-09-09T18:30:00,0.32,18:30:00
MAC000003,Std,2012-09-09T19:00:00,0.298,19:00:00
MAC000003,Std,2012-09-09T19:30:00,0.259,19:30:00
MAC000003,Std,2012-09-09T20:00:00,0.235,20:00:00
MAC000003,Std,2012-09-09T20:30:00,0.265,20:30:00
MAC000003,Std,2012-09-09T21:00:00,0.163,21:00:00
MAC000003,Std,2012-09-09T21:30:00,0.164,21:30:00
MAC000003,Std,2012-09-09T22:00:00,0.171,22:00:00
MAC000003,Std,2012-09-09T22:30:00,0.089,22:30:00
MAC000003,Std,2012-09-09T23:00:00,0.109,23:00:00
MAC000003,Std,2012-09-09T23:30:00,0.066,23:30:00
MAC000003,Std,2012-09-10T00:00:00,0.092,0:00:00
MAC000003,Std,2012-09-10T00:30:00,1.597,0:30:00
MAC000003,Std,2012-09-10T01:00:00,1.559,1:00:00
MAC000003,Std,2012-09-10T01:30:00,0.622,1:30:00
MAC000003,Std,2012-09-10T02:00:00,0.101,2:00:00
MAC000003,Std,2012-09-10T02:30:00,0.471,2:30:00
MAC000003,Std,2012-09-10T03:00:00,0.116,3:00:00
MAC000003,Std,2012-09-10T03:30:00,0.36,3:30:00
MAC000003,Std,2012-09-10T04:00:00,0.13,4:00:00
MAC000003,Std,2012-09-10T04:30:00,0.153,4:30:00
MAC000003,Std,2012-09-10T05:00:00,0.434,5:00:00
MAC000003,Std,2012-09-10T05:30:00,0.106,5:30:00
MAC000003,Std,2012-09-10T06:00:00,0.113,6:00:00
MAC000003,Std,2012-09-10T06:30:00,0.494,6:30:00
MAC000003,Std,2012-09-10T07:00:00,0.342,7:00:00
MAC000003,Std,2012-09-10T07:30:00,0.263,7:30:00
MAC000003,Std,2012-09-10T08:00:00,0.235,8:00:00
MAC000003,Std,2012-09-10T08:30:00,0.225,8:30:00
MAC000003,Std,2012-09-10T09:00:00,0.263,9:00:00
MAC000003,Std,2012-09-10T09:30:00,0.109,9:30:00
MAC000003,Std,2012-09-10T10:00:00,0.103,10:00:00
MAC000003,Std,2012-09-10T10:30:00,0.077,10:30:00
MAC000003,Std,2012-09-10T11:00:00,0.059,11:00:00
MAC000003,Std,2012-09-10T11:30:00,0.234,11:30:00
MAC000003,Std,2012-09-10T12:00:00,0.234,12:00:00
MAC000003,Std,2012-09-10T12:30:00,0.234,12:30:00
MAC000003,Std,2012-09-10T13:00:00,0.178,13:00:00
MAC000003,Std,2012-09-10T13:30:00,0.099,13:30:00
MAC000003,Std,2012-09-10T14:00:00,0.109,14:00:00
MAC000003,Std,2012-09-10T14:30:00,0.076,14:30:00
MAC000003,Std,2012-09-10T15:00:00,0.205,15:00:00
MAC000003,Std,2012-09-10T15:30:00,0.274,15:30:00
MAC000003,Std,2012-09-10T16:00:00,0.24,16:00:00
MAC000003,Std,2012-09-10T16:30:00,0.159,16:30:00
MAC000003,Std,2012-09-10T17:00:00,0.257,17:00:00
MAC000003,Std,2012-09-10T17:30:00,0.211,17:30:00
MAC000003,Std,2012-09-10T18:00:00,0.237,18:00:00
MAC000003,Std,2012-09-10T18:30:00,0.219,18:30:00
MAC000003,Std,2012-09-10T19:00:00,0.417,19:00:00
MAC000003,Std,2012-09-10T19:30:00,0.338,19:30:00
MAC000003,Std,2012-09-10T20:00:00,0.199,20:00:00
MAC000003,Std,2012-09-10T20:30:00,0.216,20:30:00
MAC000003,Std,2012-09-10T21:00:00,0.168,21:00:00
MAC000003,Std,2012-09-10T21:30:00,0.145,21:30:00
MAC000003,Std,2012-09-10T22:00:00,0.15,22:00:00
MAC000003,Std,2012-09-10T22:30:00,0.116,22:30:00
MAC000003,Std,2012-09-10T23:00:00,0.195,23:00:00
MAC000003,Std,2012-09-10T23:30:00,0.155,23:30:00
MAC000003,Std,2012-09-11T00:00:00,0.142,0:00:00
MAC000003,Std,2012-09-11T00:30:00,1.544,0:30:00
MAC000003,Std,2012-09-11T01:00:00,1.34,1:00:00
MAC000003,Std,2012-09-11T01:30:00,0.101,1:30:00
MAC000003,Std,2012-09-11T02:00:00,0.464,2:00:00
MAC000003,Std,2012-09-11T02:30:00,0.097,2:30:00
MAC000003,Std,2012-09-11T03:00:00,0.131,3:00:00
MAC000003,Std,2012-09-11T03:30:00,0.377,3:30:00
MAC000003,Std,2012-09-11T04:00:00,0.141,4:00:00
MAC000003,Std,2012-09-11T04:30:00,0.385,4:30:00
MAC000003,Std,2012-09-11T05:00:00,0.092,5:00:00
MAC000003,Std,2012-09-11T05:30:00,0.149,5:30:00
MAC000003,Std,2012-09-11T06:00:00,0.351,6:00:00
MAC000003,Std,2012-09-11T06:30:00,0.668,6:30:00
MAC000003,Std,2012-09-11T07:00:00,0.613,7:00:00
MAC000003,Std,2012-09-11T07:30:00,0.282,7:30:00
MAC000003,Std,2012-09-11T08:00:00,0.223,8:00:00
MAC000003,Std,2012-09-11T08:30:00,0.238,8:30:00
MAC000003,Std,2012-09-11T09:00:00,0.173,9:00:00
MAC000003,Std,2012-09-11T09:30:00,0.098,9:30:00
MAC000003,Std,2012-09-11T10:00:00,0.114,10:00:00
MAC000003,Std,2012-09-11T10:30:00,0.097,10:30:00
MAC000003,Std,2012-09-11T11:00:00,0.158,11:00:00
MAC000003,Std,2012-09-11T11:30:00,0.131,11:30:00
MAC000003,Std,2012-09-11T12:00:00,0.178,12:00:00
MAC000003,Std,2012-09-11T12:30:00,0.663,12:30:00
MAC000003,Std,2012-09-11T13:00:00,0.171,13:00:00
MAC000003,Std,2012-09-11T13:30:00,0.153,13:30:00
MAC000003,Std,2012-09-11T14:00:00,0.141,14:00:00
MAC000003,Std,2012-09-11T14:30:00,0.13,14:30:00
MAC000003,Std,2012-09-11T15:00:00,0.13,15:00:00
MAC000003,Std,2012-09-11T15:30:00,0.097,15:30:00
MAC000003,Std,2012-09-11T16:00:00,0.13,16:00:00
MAC000003,Std,2012-09-11T16:30:00,0.111,16:30:00
MAC000003,Std,2012-09-11T17:00:00,0.102,17:00:00
MAC000003,Std,2012-09-11T17:30:00,0.135,17:30:00
MAC000003,Std,2012-09-11T18:00:00,0.099,18:00:00
MAC000003,Std,2012-09-11T18:30:00,0.131,18:30:00
MAC000003,Std,2012-09-11T19:00:00,0.188,19:00:00
MAC000003,Std,2012-09-11T19:30:00,0.115,19:30:00
MAC000003,Std,2012-09-11T20:00:00,0.194,20:00:00
MAC000003,Std,2012-09-11T20:30:00,0.166,20:30:00
MAC000003,Std,2012-09-11T21:00:00,0.178,21:00:00
MAC000003,Std,2012-09-11T21:30:00,0.181,21:30:00
MAC000003,Std,2012-09-11T22:00:00,0.156,22:00:00
MAC000003,Std,2012-09-11T22:30:00,0.127,22:30:00
MAC000003,Std,2012-09-11T23:00:00,0.073,23:00:00
MAC000003,Std,2012-09-11T23:30:00,0.071,23:30:00
MAC000003,Std,2012-09-12T00:00:00,0.104,0:00:00
MAC000003,Std,2012-09-12T00:30:00,1.508,0:30:00
MAC000003,Std,2012-09-12T01:00:00,1.434,1:00:00
MAC000003,Std,2012-09-12T01:30:00,0.113,1:30:00
MAC000003,Std,2012-09-12T02:00:00,0.368,2:00:00
MAC000003,Std,2012-09-12T02:30:00,0.194,2:30:00
MAC000003,Std,2012-09-12T03:00:00,0.056,3:00:00
MAC000003,Std,2012-09-12T03:30:00,0.428,3:30:00
MAC000003,Std,2012-09-12T04:00:00,0.128,4:00:00
MAC000003,Std,2012-09-12T04:30:00,0.105,4:30:00
MAC000003,Std,2012-09-12T05:00:00,0.426,5:00:00
MAC000003,Std,2012-09-12T05:30:00,0.112,5:30:00
MAC000003,Std,2012-09-12T06:00:00,0.995,6:00:00
MAC000003,Std,2012-09-12T06:30:00,0.243,6:30:00
MAC000003,Std,2012-09-12T07:00:00,0.358,7:00:00
MAC000003,Std,2012-09-12T07:30:00,0.338,7:30:00
MAC000003,Std,2012-09-12T08:00:00,0.285,8:00:00
MAC000003,Std,2012-09-12T08:30:00,0.236,8:30:00
MAC000003,Std,2012-09-12T09:00:00,0.19,9:00:00
MAC000003,Std,2012-09-12T09:30:00,0.245,9:30:00
MAC000003,Std,2012-09-12T10:00:00,0.232,10:00:00
MAC000003,Std,2012-09-12T10:30:00,0.11,10:30:00
MAC000003,Std,2012-09-12T11:00:00,0.234,11:00:00
MAC000003,Std,2012-09-12T11:30:00,0.312,11:30:00
MAC000003,Std,2012-09-12T12:00:00,0.164,12:00:00
MAC000003,Std,2012-09-12T12:30:00,0.128,12:30:00
MAC000003,Std,2012-09-12T13:00:00,0.068,13:00:00
MAC000003,Std,2012-09-12T13:30:00,0.099,13:30:00
MAC000003,Std,2012-09-12T14:00:00,0.098,14:00:00
MAC000003,Std,2012-09-12T14:30:00,0.185,14:30:00
MAC000003,Std,2012-09-12T15:00:00,0.206,15:00:00
MAC000003,Std,2012-09-12T15:30:00,0.252,15:30:00
MAC000003,Std,2012-09-12T16:00:00,0.395,16:00:00
MAC000003,Std,2012-09-12T16:30:00,0.143,16:30:00
MAC000003,Std,2012-09-12T17:00:00,0.123,17:00:00
MAC000003,Std,2012-09-12T17:30:00,0.185,17:30:00
MAC000003,Std,2012-09-12T18:00:00,0.131,18:00:00
MAC000003,Std,2012-09-12T18:30:00,0.171,18:30:00
MAC000003,Std,2012-09-12T19:00:00,0.158,19:00:00
MAC000003,Std,2012-09-12T19:30:00,0.116,19:30:00
MAC000003,Std,2012-09-12T20:00:00,0.157,20:00:00
MAC000003,Std,2012-09-12T20:30:00,0.382,20:30:00
MAC000003,Std,2012-09-12T21:00:00,0.284,21:00:00
MAC000003,Std,2012-09-12T21:30:00,0.189,21:30:00
MAC000003,Std,2012-09-12T22:00:00,0.158,22:00:00
MAC000003,Std,2012-09-12T22:30:00,0.137,22:30:00
MAC000003,Std,2012-09-12T23:00:00,0.073,23:00:00
MAC000003,Std,2012-09-12T23:30:00,0.078,23:30:00
MAC000003,Std,2012-09-13T00:00:00,0.101,0:00:00
MAC000003,Std,2012-09-13T00:30:00,1.522,0:30:00
MAC000003,Std,2012-09-13T01:00:00,1.562,1:00:00
MAC000003,Std,2012-09-13T01:30:00,0.116,1:30:00
MAC000003,Std,2012-09-13T02:00:00,0.516,2:00:00
MAC000003,Std,2012-09-13T02:30:00,0.101,2:30:00
MAC000003,Std,2012-09-13T03:00:00,0.057,3:00:00
MAC000003,Std,2012-09-13T03:30:00,0.38,3:30:00
MAC000003,Std,2012-09-13T04:00:00,0.129,4:00:00
MAC000003,Std,2012-09-13T04:30:00,0.322,4:30:00
MAC000003,Std,2012-09-13T05:00:00,0.227,5:00:00
MAC000003,Std,2012-09-13T05:30:00,0.066,5:30:00
MAC000003,Std,2012-09-13T06:00:00,0.074,6:00:00
MAC000003,Std,2012-09-13T06:30:00,0.442,6:30:00
MAC000003,Std,2012-09-13T07:00:00,0.642,7:00:00
MAC000003,Std,2012-09-13T07:30:00,0.375,7:30:00
MAC000003,Std,2012-09-13T08:00:00,0.288,8:00:00
MAC000003,Std,2012-09-13T08:30:00,0.24,8:30:00
MAC000003,Std,2012-09-13T09:00:00,0.229,9:00:00
MAC000003,Std,2012-09-13T09:30:00,0.082,9:30:00
MAC000003,Std,2012-09-13T10:00:00,0.088,10:00:00
MAC000003,Std,2012-09-13T10:30:00,0.121,10:30:00
MAC000003,Std,2012-09-13T11:00:00,0.182,11:00:00
MAC000003,Std,2012-09-13T11:30:00,0.25,11:30:00
MAC000003,Std,2012-09-13T12:00:00,0.835,12:00:00
MAC000003,Std,2012-09-13T12:30:00,0.358,12:30:00
MAC000003,Std,2012-09-13T13:00:00,0.13,13:00:00
MAC000003,Std,2012-09-13T13:30:00,0.116,13:30:00
MAC000003,Std,2012-09-13T14:00:00,0.091,14:00:00
MAC000003,Std,2012-09-13T14:30:00,0.106,14:30:00
MAC000003,Std,2012-09-13T15:00:00,0.145,15:00:00
MAC000003,Std,2012-09-13T15:30:00,0.098,15:30:00
MAC000003,Std,2012-09-13T16:00:00,0.081,16:00:00
MAC000003,Std,2012-09-13T16:30:00,0.089,16:30:00
MAC000003,Std,2012-09-13T17:00:00,0.059,17:00:00
MAC000003,Std,2012-09-13T17:30:00,0.238,17:30:00
MAC000003,Std,2012-09-13T18:00:00,0.247,18:00:00
MAC000003,Std,2012-09-13T18:30:00,0.225,18:30:00
MAC000003,Std,2012-09-13T19:00:00,0.274,19:00:00
MAC000003,Std,2012-09-13T19:30:00,0.259,19:30:00
MAC000003,Std,2012-09-13T20:00:00,0.841,20:00:00
MAC000003,Std,2012-09-13T20:30:00,0.173,20:30:00
MAC000003,Std,2012-09-13T21:00:00,0.147,21:00:00
MAC000003,Std,2012-09-13T21:30:00,0.196,21:30:00
MAC000003,Std,2012-09-13T22:00:00,0.185,22:00:00
MAC000003,Std,2012-09-13T22:30:00,0.173,22:30:00
MAC000003,Std,2012-09-13T23:00:00,0.185,23:00:00
MAC000003,Std,2012-09-13T23:30:00,0.125,23:30:00
MAC000003,Std,2012-09-14T00:00:00,0.131,0:00:00
MAC000003,Std,2012-09-14T00:30:00,1.573,0:30:00
MAC000003,Std,2012-09-14T01:00:00,1.571,1:00:00
MAC000003,Std,2012-09-14T01:30:00,0.149,1:30:00
MAC000003,Std,2012-09-14T02:00:00,0.503,2:00:00
MAC000003,Std,2012-09-14T02:30:00,0.123,2:30:00
MAC000003,Std,2012-09-14T03:00:00,0.122,3:00:00
MAC000003,Std,2012-09-14T03:30:00,0.364,3:30:00
MAC000003,Std,2012-09-14T04:00:00,0.139,4:00:00
MAC000003,Std,2012-09-14T04:30:00,0.263,4:30:00
MAC000003,Std,2012-09-14T05:00:00,0.274,5:00:00
MAC000003,Std,2012-09-14T05:30:00,0.131,5:30:00
MAC000003,Std,2012-09-14T06:00:00,0.094,6:00:00
MAC000003,Std,2012-09-14T06:30:00,0.404,6:30:00
MAC000003,Std,2012-09-14T07:00:00,0.768,7:00:00
MAC000003,Std,2012-09-14T07:30:00,0.257,7:30:00
MAC000003,Std,2012-09-14T08:00:00,0.3,8:00:00
MAC000003,Std,2012-09-14T08:30:00,0.232,8:30:00
MAC000003,Std,2012-09-14T09:00:00,0.233,9:00:00
MAC000003,Std,2012-09-14T09:30:00,0.286,9:30:00
MAC000003,Std,2012-09-14T10:00:00,0.247,10:00:00
MAC000003,Std,2012-09-14T10:30:00,0.396,10:30:00
MAC000003,Std,2012-09-14T11:00:00,0.265,11:00:00
MAC000003,Std,2012-09-14T11:30:00,0.224,11:30:00
MAC000003,Std,2012-09-14T12:00:00,0.276,12:00:00
