Index,LCLid,StdorToU,DateTime,KWHhh,TimeOfDay
3332,MAC000003,Std,2012-04-30T10:00:00,0.075000,10:00:00
3333,MAC000003,Std,2012-04-30T10:30:00,0.044000,10:30:00
3334,MAC000003,Std,2012-04-30T11:00:00,0.258000,11:00:00
3335,MAC000003,Std,2012-04-30T11:30:00,0.196000,11:30:00
3336,MAC000003,Std,2012-04-30T12:00:00,0.156000,12:00:00
3337,MAC000003,Std,2012-04-30T12:30:00,0.207000,12:30:00
3338,MAC000003,Std,2012-04-30T13:00:00,0.133000,13:00:00
3339,MAC000003,Std,2012-04-30T13:30:00,0.140000,13:30:00
3340,MAC000003,Std,2012-04-30T14:00:00,0.164000,14:00:00
3341,MAC000003,Std,2012-04-30T14:30:00,0.107000,14:30:00
3342,MAC000003,Std,2012-04-30T15:00:00,0.092000,15:00:00
3343,MAC000003,Std,2012-04-30T15:30:00,0.103000,15:30:00
3344,MAC000003,Std,2012-04-30T16:00:00,0.126000,16:00:00
3345,MAC000003,Std,2012-04-30T16:30:00,0.192000,16:30:00
3346,MAC000003,Std,2012-04-30T17:00:00,0.272000,17:00:00
3347,MAC000003,Std,2012-04-30T17:30:00,0.220000,17:30:00
3348,MAC000003,Std,2012-04-30T18:00:00,0.276000,18:00:00
3349,MAC000003,Std,2012-04-30T18:30:00,0.232000,18:30:00
3350,MAC000003,Std,2012-04-30T19:00:00,0.153000,19:00:00
3351,MAC000003,Std,2012-04-30T19:30:00,0.169000,19:30:00
3352,MAC000003,Std,2012-04-30T20:00:00,0.121000,20:00:00
3353,MAC000003,Std,2012-04-30T20:30:00,0.137000,20:30:00
3354,MAC000003,Std,2012-04-30T21:00:00,0.146000,21:00:00
3355,MAC000003,Std,2012-04-30T21:30:00,0.152000,21:30:00
3356,MAC000003,Std,2012-04-30T22:00:00,0.165000,22:00:00
3357,MAC000003,Std,2012-04-30T22:30:00,0.124000,22:30:00
3358,MAC000003,Std,2012-04-30T23:00:00,0.083000,23:00:00
3359,MAC000003,Std,2012-04-30T23:30:00,0.110000,23:30:00
3360,MAC000003,Std,2012-05-01T00:00:00,0.092000,00:00:00
3361,MAC000003,Std,2012-05-01T00:30:00,1.388000,00:30:00
3362,MAC000003,Std,2012-05-01T01:00:00,1.406000,01:00:00
3363,MAC000003,Std,2012-05-01T01:30:00,0.544000,01:30:00
3364,MAC000003,Std,2012-05-01T02:00:00,0.369000,02:00:00
3365,MAC000003,Std,2012-05-01T02:30:00,0.284000,02:30:00
3366,MAC000003,Std,2012-05-01T03:00:00,0.092000,03:00:00
3367,MAC000003,Std,2012-05-01T03:30:00,0.405000,03:30:00
3368,MAC000003,Std,2012-05-01T04:00:00,0.079000,04:00:00
3369,MAC000003,Std,2012-05-01T04:30:00,0.373000,04:30:00
3370,MAC000003,Std,2012-05-01T05:00:00,0.153000,05:00:00
3371,MAC000003,Std,2012-05-01T05:30:00,0.119000,05:30:00
3372,MAC000003,Std,2012-05-01T06:00:00,0.476000,06:00:00
3373,MAC000003,Std,2012-05-01T06:30:00,0.096000,06:30:00
3374,MAC000003,Std,2012-05-01T07:00:00,0.079000,07:00:00
3375,MAC000003,Std,2012-05-01T07:30:00,0.121000,07:30:00
3376,MAC000003,Std,2012-05-01T08:00:00,0.100000,08:00:00
3377,MAC000003,Std,2012-05-01T08:30:00,0.132000,08:30:00
3378,MAC000003,Std,2012-05-01T09:00:00,0.161000,09:00:00
3379,MAC000003,Std,2012-05-01T09:30:00,0.144000,09:30:00
3380,MAC000003,Std,2012-05-01T10:00:00,0.159000,10:00:00
3381,MAC000003,Std,2012-05-01T10:30:00,0.115000,10:30:00
3382,MAC000003,Std,2012-05-01T11:00:00,0.087000,11:00:00
3383,MAC000003,Std,2012-05-01T11:30:00,0.260000,11:30:00
3384,MAC000003,Std,2012-05-01T12:00:00,0.379000,12:00:00
3385,MAC000003,Std,2012-05-01T12:30:00,0.238000,12:30:00
3386,MAC000003,Std,2012-05-01T13:00:00,0.184000,13:00:00
3387,MAC000003,Std,2012-05-01T13:30:00,0.120000,13:30:00
3388,MAC000003,Std,2012-05-01T14:00:00,0.084000,14:00:00
3389,MAC000003,Std,2012-05-01T14:30:00,0.106000,14:30:00
3390,MAC000003,Std,2012-05-01T15:00:00,0.065000,15:00:00
3391,MAC000003,Std,2012-05-01T15:30:00,0.119000,15:30:00
3392,MAC000003,Std,2012-05-01T16:00:00,0.137000,16:00:00
3393,MAC000003,Std,2012-05-01T16:30:00,0.156000,16:30:00
3394,MAC000003,Std,2012-05-01T17:00:00,0.108000,17:00:00
3395,MAC000003,Std,2012-05-01T17:30:00,0.139000,17:30:00
3396,MAC000003,Std,2012-05-01T18:00:00,0.154000,18:00:00
3397,MAC000003,Std,2012-05-01T18:30:00,0.188000,18:30:00
3398,MAC000003,Std,2012-05-01T19:00:00,0.255000,19:00:00
3399,MAC000003,Std,2012-05-01T19:30:00,0.262000,19:30:00
3400,MAC000003,Std,2012-05-01T20:00:00,0.161000,20:00:00
3401,MAC000003,Std,2012-05-01T20:30:00,0.182000,20:30:00
3402,MAC000003,Std,2012-05-01T21:00:00,0.137000,21:00:00
3403,MAC000003,Std,2012-05-01T21:30:00,0.128000,21:30:00
3404,MAC000003,Std,2012-05-01T22:00:00,0.173000,22:00:00
3405,MAC000003,Std,2012-05-01T22:30:00,0.139000,22:30:00
3406,MAC000003,Std,2012-05-01T23:00:00,0.143000,23:00:00
3407,MAC000003,Std,2012-05-01T23:30:00,0.163000,23:30:00
3408,MAC000003,Std,2012-05-02T00:00:00,0.106000,00:00:00
3409,MAC000003,Std,2012-05-02T00:30:00,1.414000,00:30:00
3410,MAC000003,Std,2012-05-02T01:00:00,1.435000,01:00:00
3411,MAC000003,Std,2012-05-02T01:30:00,0.480000,01:30:00
3412,MAC000003,Std,2012-05-02T02:00:00,0.185000,02:00:00
3413,MAC000003,Std,2012-05-02T02:30:00,0.516000,02:30:00
3414,MAC000003,Std,2012-05-02T03:00:00,0.122000,03:00:00
3415,MAC000003,Std,2012-05-02T03:30:00,0.410000,03:30:00
3416,MAC000003,Std,2012-05-02T04:00:00,0.110000,04:00:00
3417,MAC000003,Std,2012-05-02T04:30:00,0.109000,04:30:00
3418,MAC000003,Std,2012-05-02T05:00:00,0.417000,05:00:00
3419,MAC000003,Std,2012-05-02T05:30:00,0.132000,05:30:00
3420,MAC000003,Std,2012-05-02T06:00:00,0.281000,06:00:00
3421,MAC000003,Std,2012-05-02T06:30:00,0.239000,06:30:00
3422,MAC000003,Std,2012-05-02T07:00:00,0.419000,07:00:00
3423,MAC000003,Std,2012-05-02T07:30:00,0.277000,07:30:00
3424,MAC000003,Std,2012-05-02T08:00:00,0.237000,08:00:00
3425,MAC000003,Std,2012-05-02T08:30:00,0.280000,08:30:00
3426,MAC000003,Std,2012-05-02T09:00:00,0.201000,09:00:00
3427,MAC000003,Std,2012-05-02T09:30:00,0.145000,09:30:00
3428,MAC000003,Std,2012-05-02T10:00:00,0.077000,10:00:00
3429,MAC000003,Std,2012-05-02T10:30:00,0.095000,10:30:00
3430,MAC000003,Std,2012-05-02T11:00:00,0.109000,11:00:00
3431,MAC000003,Std,2012-05-02T11:30:00,0.083000,11:30:00
3432,MAC000003,Std,2012-05-02T12:00:00,0.266000,12:00:00
3433,MAC000003,Std,2012-05-02T12:30:00,0.210000,12:30:00
3434,MAC000003,Std,2012-05-02T13:00:00,0.207000,13:00:00
3435,MAC000003,Std,2012-05-02T13:30:00,0.163000,13:30:00
3436,MAC000003,Std,2012-05-02T14:00:00,0.124000,14:00:00
3437,MAC000003,Std,2012-05-02T14:30:00,0.111000,14:30:00
3438,MAC000003,Std,2012-05-02T15:00:00,0.112000,15:00:00
3439,MAC000003,Std,2012-05-02T15:30:00,0.119000,15:30:00
3440,MAC000003,Std,2012-05-02T16:00:00,0.150000,16:00:00
3441,MAC000003,Std,2012-05-02T16:30:00,0.133000,16:30:00
3442,MAC000003,Std,2012-05-02T17:00:00,0.077000,17:00:00
3443,MAC000003,Std,2012-05-02T17:30:00,0.124000,17:30:00
3444,MAC000003,Std,2012-05-02T18:00:00,0.095000,18:00:00
3445,MAC000003,Std,2012-05-02T18:30:00,0.213000,18:30:00
3446,MAC000003,Std,2012-05-02T19:00:00,0.288000,19:00:00
3447,MAC000003,Std,2012-05-02T19:30:00,0.234000,19:30:00
3448,MAC000003,Std,2012-05-02T20:00:00,0.194000,20:00:00
3449,MAC000003,Std,2012-05-02T20:30:00,0.154000,20:30:00
3450,MAC000003,Std,2012-05-02T21:00:00,0.112000,21:00:00
3451,MAC000003,Std,2012-05-02T21:30:00,0.137000,21:30:00
3452,MAC000003,Std,2012-05-02T22:00:00,0.188000,22:00:00
3453,MAC000003,Std,2012-05-02T22:30:00,0.155000,22:30:00
3454,MAC000003,Std,2012-05-02T23:00:00,0.190000,23:00:00
3455,MAC000003,Std,2012-05-02T23:30:00,0.072000,23:30:00
3456,MAC000003,Std,2012-05-03T00:00:00,0.109000,00:00:00
3457,MAC000003,Std,2012-05-03T00:30:00,1.448000,00:30:00
3458,MAC000003,Std,2012-05-03T01:00:00,1.475000,01:00:00
3459,MAC000003,Std,2012-05-03T01:30:00,0.648000,01:30:00
3460,MAC000003,Std,2012-05-03T02:00:00,0.193000,02:00:00
3461,MAC000003,Std,2012-05-03T02:30:00,0.473000,02:30:00
3462,MAC000003,Std,2012-05-03T03:00:00,0.128000,03:00:00
3463,MAC000003,Std,2012-05-03T03:30:00,0.318000,03:30:00
3464,MAC000003,Std,2012-05-03T04:00:00,0.102000,04:00:00
3465,MAC000003,Std,2012-05-03T04:30:00,0.394000,04:30:00
3466,MAC000003,Std,2012-05-03T05:00:00,0.096000,05:00:00
3467,MAC000003,Std,2012-05-03T05:30:00,0.159000,05:30:00
3468,MAC000003,Std,2012-05-03T06:00:00,0.426000,06:00:00
3469,MAC000003,Std,2012-05-03T06:30:00,1.474000,06:30:00
3470,MAC000003,Std,2012-05-03T07:00:00,0.257000,07:00:00
3471,MAC000003,Std,2012-05-03T07:30:00,0.302000,07:30:00
3472,MAC000003,Std,2012-05-03T08:00:00,0.215000,08:00:00
3473,MAC000003,Std,2012-05-03T08:30:00,0.292000,08:30:00
3474,MAC000003,Std,2012-05-03T09:00:00,0.229000,09:00:00
3475,MAC000003,Std,2012-05-03T09:30:00,0.203000,09:30:00
3476,MAC000003,Std,2012-05-03T10:00:00,0.117000,10:00:00
3477,MAC000003,Std,2012-05-03T10:30:00,0.076000,10:30:00
3478,MAC000003,Std,2012-05-03T11:00:00,0.086000,11:00:00
3479,MAC000003,Std,2012-05-03T11:30:00,0.177000,11:30:00
3480,MAC000003,Std,2012-05-03T12:00:00,0.242000,12:00:00
3481,MAC000003,Std,2012-05-03T12:30:00,0.305000,12:30:00
3482,MAC000003,Std,2012-05-03T13:00:00,0.271000,13:00:00
3483,MAC000003,Std,2012-05-03T13:30:00,0.184000,13:30:00
3484,MAC000003,Std,2012-05-03T14:00:00,0.135000,14:00:00
3485,MAC000003,Std,2012-05-03T14:30:00,0.132000,14:30:00
3486,MAC000003,Std,2012-05-03T15:00:00,0.109000,15:00:00
3487,MAC000003,Std,2012-05-03T15:30:00,0.182000,15:30:00
3488,MAC000003,Std,2012-05-03T16:00:00,0.120000,16:00:00
3489,MAC000003,Std,2012-05-03T16:30:00,0.112000,16:30:00
3490,MAC000003,Std,2012-05-03T17:00:00,0.155000,17:00:00
3491,MAC000003,Std,2012-05-03T17:30:00,0.126000,17:30:00
3492,MAC000003,Std,2012-05-03T18:00:00,0.675000,18:00:00
3493,MAC000003,Std,2012-05-03T18:30:00,0.391000,18:30:00
3494,MAC000003,Std,2012-05-03T19:00:00,0.125000,19:00:00
3495,MAC000003,Std,2012-05-03T19:30:00,0.194000,19:30:00
3496,MAC000003,Std,2012-05-03T20:00:00,0.349000,20:00:00
3497,MAC000003,Std,2012-05-03T20:30:00,0.122000,20:30:00
3498,MAC000003,Std,2012-05-03T21:00:00,0.155000,21:00:00
3499,MAC000003,Std,2012-05-03T21:30:00,0.322000,21:30:00
3500,MAC000003,Std,2012-05-03T22:00:00,0.165000,22:00:00
3501,MAC000003,Std,2012-05-03T22:30:00,0.192000,22:30:00
3502,MAC000003,Std,2012-05-03T23:00:00,0.093000,23:00:00
3503,MAC000003,Std,2012-05-03T23:30:00,0.088000,23:30:00
3504,MAC000003,Std,2012-05-04T00:00:00,0.124000,00:00:00
3505,MAC000003,Std,2012-05-04T00:30:00,1.418000,00:30:00
3506,MAC000003,Std,2012-05-04T01:00:00,1.455000,01:00:00
3507,MAC000003,Std,2012-05-04T01:30:00,0.337000,01:30:00
3508,MAC000003,Std,2012-05-04T02:00:00,0.547000,02:00:00
3509,MAC000003,Std,2012-05-04T02:30:00,0.177000,02:30:00
3510,MAC000003,Std,2012-05-04T03:00:00,0.098000,03:00:00
3511,MAC000003,Std,2012-05-04T03:30:00,0.397000,03:30:00
3512,MAC000003,Std,2012-05-04T04:00:00,0.123000,04:00:00
3513,MAC000003,Std,2012-05-04T04:30:00,0.367000,04:30:00
3514,MAC000003,Std,2012-05-04T05:00:00,0.244000,05:00:00
3515,MAC000003,Std,2012-05-04T05:30:00,0.653000,05:30:00
3516,MAC000003,Std,2012-05-04T06:00:00,0.254000,06:00:00
3517,MAC000003,Std,2012-05-04T06:30:00,0.326000,06:30:00
3518,MAC000003,Std,2012-05-04T07:00:00,0.497000,07:00:00
3519,MAC000003,Std,2012-05-04T07:30:00,0.203000,07:30:00
3520,MAC000003,Std,2012-05-04T08:00:00,0.236000,08:00:00
3521,MAC000003,Std,2012-05-04T08:30:00,0.211000,08:30:00
3522,MAC000003,Std,2012-05-04T09:00:00,0.233000,09:00:00
3523,MAC000003,Std,2012-05-04T09:30:00,0.301000,09:30:00
3524,MAC000003,Std,2012-05-04T10:00:00,0.326000,10:00:00
3525,MAC000003,Std,2012-05-04T10:30:00,0.335000,10:30:00
3526,MAC000003,Std,2012-05-04T11:00:00,0.224000,11:00:00
3527,MAC000003,Std,2012-05-04T11:30:00,0.223000,11:30:00
3528,MAC000003,Std,2012-05-04T12:00:00,0.419000,12:00:00
3529,MAC000003,Std,2012-05-04T12:30:00,0.803000,12:30:00
3530,MAC000003,Std,2012-05-04T13:00:00,0.603000,13:00:00
3531,MAC000003,Std,2012-05-04T13:30:00,0.265000,13:30:00
3532,MAC000003,Std,2012-05-04T14:00:00,0.210000,14:00:00
3533,MAC000003,Std,2012-05-04T14:30:00,0.119000,14:30:00
3534,MAC000003,Std,2012-05-04T15:00:00,0.134000,15:00:00
3535,MAC000003,Std,2012-05-04T15:30:00,0.136000,15:30:00
3536,MAC000003,Std,2012-05-04T16:00:00,0.112000,16:00:00
3537,MAC000003,Std,2012-05-04T16:30:00,0.164000,16:30:00
3538,MAC000003,Std,2012-05-04T17:00:00,0.115000,17:00:00
3539,MAC000003,Std,2012-05-04T17:30:00,0.118000,17:30:00
3540,MAC000003,Std,2012-05-04T18:00:00,0.134000,18:00:00
3541,MAC000003,Std,2012-05-04T18:30:00,0.498000,18:30:00
3542,MAC000003,Std,2012-05-04T19:00:00,0.150000,19:00:00
3543,MAC000003,Std,2012-05-04T19:30:00,0.095000,19:30:00
3544,MAC000003,Std,2012-05-04T20:00:00,0.202000,20:00:00
3545,MAC000003,Std,2012-05-04T20:30:00,0.296000,20:30:00
3546,MAC000003,Std,2012-05-04T21:00:00,0.535000,21:00:00
3547,MAC000003,Std,2012-05-04T21:30:00,0.336000,21:30:00
3548,MAC000003,Std,2012-05-04T22:00:00,0.277000,22:00:00
3549,MAC000003,Std,2012-05-04T22:30:00,0.114000,22:30:00
3550,MAC000003,Std,2012-05-04T23:00:00,0.137000,23:00:00
3551,MAC000003,Std,2012-05-04T23:30:00,0.107000,23:30:00
3552,MAC000003,Std,2012-05-05T00:00:00,0.114000,00:00:00
3553,MAC000003,Std,2012-05-05T00:30:00,0.154000,00:30:00
3554,MAC000003,Std,2012-05-05T01:00:00,0.123000,01:00:00
3555,MAC000003,Std,2012-05-05T01:30:00,0.081000,01:30:00
3556,MAC000003,Std,2012-05-05T02:00:00,0.115000,02:00:00
3557,MAC000003,Std,2012-05-05T02:30:00,0.088000,02:30:00
3558,MAC000003,Std,2012-05-05T03:00:00,0.094000,03:00:00
3559,MAC000003,Std,2012-05-05T03:30:00,0.121000,03:30:00
3560,MAC000003,Std,2012-05-05T04:00:00,0.125000,04:00:00
3561,MAC000003,Std,2012-05-05T04:30:00,0.148000,04:30:00
3562,MAC000003,Std,2012-05-05T05:00:00,0.307000,05:00:00
3563,MAC000003,Std,2012-05-05T05:30:00,0.597000,05:30:00
3564,MAC000003,Std,2012-05-05T06:00:00,0.156000,06:00:00
3565,MAC000003,Std,2012-05-05T06:30:00,0.258000,06:30:00
3566,MAC000003,Std,2012-05-05T07:00:00,0.211000,07:00:00
3567,MAC000003,Std,2012-05-05T07:30:00,0.350000,07:30:00
3568,MAC000003,Std,2012-05-05T08:00:00,0.246000,08:00:00
3569,MAC000003,Std,2012-05-05T08:30:00,0.143000,08:30:00
3570,MAC000003,Std,2012-05-05T09:00:00,0.105000,09:00:00
3571,MAC000003,Std,2012-05-05T09:30:00,0.077000,09:30:00
3572,MAC000003,Std,2012-05-05T10:00:00,0.101000,10:00:00
3573,MAC000003,Std,2012-05-05T10:30:00,0.094000,10:30:00
3574,MAC000003,Std,2012-05-05T11:00:00,0.180000,11:00:00
3575,MAC000003,Std,2012-05-05T11:30:00,0.254000,11:30:00
3576,MAC000003,Std,2012-05-05T12:00:00,0.229000,12:00:00
3577,MAC000003,Std,2012-05-05T12:30:00,0.589000,12:30:00
3578,MAC000003,Std,2012-05-05T13:00:00,0.490000,13:00:00
3579,MAC000003,Std,2012-05-05T13:30:00,0.075000,13:30:00
3580,MAC000003,Std,2012-05-05T14:00:00,0.078000,14:00:00
3581,MAC000003,Std,2012-05-05T14:30:00,0.101000,14:30:00
3582,MAC000003,Std,2012-05-05T15:00:00,0.120000,15:00:00
3583,MAC000003,Std,2012-05-05T15:30:00,0.137000,15:30:00
3584,MAC000003,Std,2012-05-05T16:00:00,0.109000,16:00:00
3585,MAC000003,Std,2012-05-05T16:30:00,0.091000,16:30:00
3586,MAC000003,Std,2012-05-05T17:00:00,0.135000,17:00:00
3587,MAC000003,Std,2012-05-05T17:30:00,0.084000,17:30:00
3588,MAC000003,Std,2012-05-05T18:00:00,0.082000,18:00:00
3589,MAC000003,Std,2012-05-05T18:30:00,0.159000,18:30:00
3590,MAC000003,Std,2012-05-05T19:00:00,0.469000,19:00:00
3591,MAC000003,Std,2012-05-05T19:30:00,0.674000,19:30:00
3592,MAC000003,Std,2012-05-05T20:00:00,1.286000,20:00:00
3593,MAC000003,Std,2012-05-05T20:30:00,0.373000,20:30:00
3594,MAC000003,Std,2012-05-05T21:00:00,0.546000,21:00:00
3595,MAC000003,Std,2012-05-05T21:30:00,0.164000,21:30:00
3596,MAC000003,Std,2012-05-05T22:00:00,0.182000,22:00:00
3597,MAC000003,Std,2012-05-05T22:30:00,0.368000,22:30:00
3598,MAC000003,Std,2012-05-05T23:00:00,0.187000,23:00:00
3599,MAC000003,Std,2012-05-05T23:30:00,0.125000,23:30:00
3600,MAC000003,Std,2012-05-06T00:00:00,0.090000,00:00:00
3601,MAC000003,Std,2012-05-06T00:30:00,0.119000,00:30:00
3602,MAC000003,Std,2012-05-06T01:00:00,0.103000,01:00:00
3603,MAC000003,Std,2012-05-06T01:30:00,0.123000,01:30:00
3604,MAC000003,Std,2012-05-06T02:00:00,0.145000,02:00:00
3605,MAC000003,Std,2012-05-06T02:30:00,0.089000,02:30:00
3606,MAC000003,Std,2012-05-06T03:00:00,0.126000,03:00:00
3607,MAC000003,Std,2012-05-06T03:30:00,0.143000,03:30:00
3608,MAC000003,Std,2012-05-06T04:00:00,0.094000,04:00:00
3609,MAC000003,Std,2012-05-06T04:30:00,0.126000,04:30:00
3610,MAC000003,Std,2012-05-06T05:00:00,0.141000,05:00:00
3611,MAC000003,Std,2012-05-06T05:30:00,0.112000,05:30:00
3612,MAC000003,Std,2012-05-06T06:00:00,0.325000,06:00:00
3613,MAC000003,Std,2012-05-06T06:30:00,0.866000,06:30:00
3614,MAC000003,Std,2012-05-06T07:00:00,0.116000,07:00:00
3615,MAC000003,Std,2012-05-06T07:30:00,0.279000,07:30:00
3616,MAC000003,Std,2012-05-06T08:00:00,0.223000,08:00:00
3617,MAC000003,Std,2012-05-06T08:30:00,0.255000,08:30:00
3618,MAC000003,Std,2012-05-06T09:00:00,0.318000,09:00:00
3619,MAC000003,Std,2012-05-06T09:30:00,0.251000,09:30:00
3620,MAC000003,Std,2012-05-06T10:00:00,0.204000,10:00:00
3621,MAC000003,Std,2012-05-06T10:30:00,0.313000,10:30:00
3622,MAC000003,Std,2012-05-06T11:00:00,0.212000,11:00:00
3623,MAC000003,Std,2012-05-06T11:30:00,0.324000,11:30:00
3624,MAC000003,Std,2012-05-06T12:00:00,0.285000,12:00:00
3625,MAC000003,Std,2012-05-06T12:30:00,0.263000,12:30:00
3626,MAC000003,Std,2012-05-06T13:00:00,0.372000,13:00:00
3627,MAC000003,Std,2012-05-06T13:30:00,0.270000,13:30:00
3628,MAC000003,Std,2012-05-06T14:00:00,0.257000,14:00:00
3629,MAC000003,Std,2012-05-06T14:30:00,0.291000,14:30:00
3630,MAC000003,Std,2012-05-06T15:00:00,0.248000,15:00:00
3631,MAC000003,Std,2012-05-06T15:30:00,0.265000,15:30:00
3632,MAC000003,Std,2012-05-06T16:00:00,0.219000,16:00:00
3633,MAC000003,Std,2012-05-06T16:30:00,0.169000,16:30:00
3634,MAC000003,Std,2012-05-06T17:00:00,0.100000,17:00:00
3635,MAC000003,Std,2012-05-06T17:30:00,0.216000,17:30:00
3636,MAC000003,Std,2012-05-06T18:00:00,0.247000,18:00:00
3637,MAC000003,Std,2012-05-06T18:30:00,0.205000,18:30:00
3638,MAC000003,Std,2012-05-06T19:00:00,0.140000,19:00:00
3639,MAC000003,Std,2012-05-06T19:30:00,0.127000,19:30:00
3640,MAC000003,Std,2012-05-06T20:00:00,0.162000,20:00:00
3641,MAC000003,Std,2012-05-06T20:30:00,0.114000,20:30:00
3642,MAC000003,Std,2012-05-06T21:00:00,0.153000,21:00:00
3643,MAC000003,Std,2012-05-06T21:30:00,0.146000,21:30:00
3644,MAC000003,Std,2012-05-06T22:00:00,0.625000,22:00:00
3645,MAC000003,Std,2012-05-06T22:30:00,0.721000,22:30:00
3646,MAC000003,Std,2012-05-06T23:00:00,0.135000,23:00:00
3647,MAC000003,Std,2012-05-06T23:30:00,0.109000,23:30:00
3648,MAC000003,Std,2012-05-07T00:00:00,0.188000,00:00:00
3649,MAC000003,Std,2012-05-07T00:30:00,1.455000,00:30:00
3650,MAC000003,Std,2012-05-07T01:00:00,1.458000,01:00:00
3651,MAC000003,Std,2012-05-07T01:30:00,1.498000,01:30:00
3652,MAC000003,Std,2012-05-07T02:00:00,1.555000,02:00:00
3653,MAC000003,Std,2012-05-07T02:30:00,1.585000,02:30:00
3654,MAC000003,Std,2012-05-07T03:00:00,1.311000,03:00:00
3655,MAC000003,Std,2012-05-07T03:30:00,0.130000,03:30:00
3656,MAC000003,Std,2012-05-07T04:00:00,0.440000,04:00:00
3657,MAC000003,Std,2012-05-07T04:30:00,0.131000,04:30:00
3658,MAC000003,Std,2012-05-07T05:00:00,0.396000,05:00:00
3659,MAC000003,Std,2012-05-07T05:30:00,0.119000,05:30:00
3660,MAC000003,Std,2012-05-07T06:00:00,0.131000,06:00:00
3661,MAC000003,Std,2012-05-07T06:30:00,0.377000,06:30:00
3662,MAC000003,Std,2012-05-07T07:00:00,0.110000,07:00:00
3663,MAC000003,Std,2012-05-07T07:30:00,0.137000,07:30:00
3664,MAC000003,Std,2012-05-07T08:00:00,0.115000,08:00:00
3665,MAC000003,Std,2012-05-07T08:30:00,0.104000,08:30:00
3666,MAC000003,Std,2012-05-07T09:00:00,0.253000,09:00:00
3667,MAC000003,Std,2012-05-07T09:30:00,0.230000,09:30:00
3668,MAC000003,Std,2012-05-07T10:00:00,0.290000,10:00:00
3669,MAC000003,Std,2012-05-07T10:30:00,0.228000,10:30:00
3670,MAC000003,Std,2012-05-07T11:00:00,0.209000,11:00:00
3671,MAC000003,Std,2012-05-07T11:30:00,0.087000,11:30:00
3672,MAC000003,Std,2012-05-07T12:00:00,0.077000,12:00:00
3673,MAC000003,Std,2012-05-07T12:30:00,0.193000,12:30:00
3674,MAC000003,Std,2012-05-07T13:00:00,0.161000,13:00:00
3675,MAC000003,Std,2012-05-07T13:30:00,0.161000,13:30:00
3676,MAC000003,Std,2012-05-07T14:00:00,0.154000,14:00:00
3677,MAC000003,Std,2012-05-07T14:30:00,0.096000,14:30:00
3678,MAC000003,Std,2012-05-07T15:00:00,0.066000,15:00:00
3679,MAC000003,Std,2012-05-07T15:30:00,0.155000,15:30:00
3680,MAC000003,Std,2012-05-07T16:00:00,0.102000,16:00:00
3681,MAC000003,Std,2012-05-07T16:30:00,0.099000,16:30:00
3682,MAC000003,Std,2012-05-07T17:00:00,0.172000,17:00:00
3683,MAC000003,Std,2012-05-07T17:30:00,0.193000,17:30:00
3684,MAC000003,Std,2012-05-07T18:00:00,0.603000,18:00:00
3685,MAC000003,Std,2012-05-07T18:30:00,0.599000,18:30:00
3686,MAC000003,Std,2012-05-07T19:00:00,0.122000,19:00:00
3687,MAC000003,Std,2012-05-07T19:30:00,0.428000,19:30:00
3688,MAC000003,Std,2012-05-07T20:00:00,0.342000,20:00:00
3689,MAC000003,Std,2012-05-07T20:30:00,0.181000,20:30:00
3690,MAC000003,Std,2012-05-07T21:00:00,0.186000,21:00:00
3691,MAC000003,Std,2012-05-07T21:30:00,0.187000,21:30:00
3692,MAC000003,Std,2012-05-07T22:00:00,0.137000,22:00:00
3693,MAC000003,Std,2012-05-07T22:30:00,0.145000,22:30:00
3694,MAC000003,Std,2012-05-07T23:00:00,0.089000,23:00:00
3695,MAC000003,Std,2012-05-07T23:30:00,0.069000,23:30:00
3696,MAC000003,Std,2012-05-08T00:00:00,0.109000,00:00:00
3697,MAC000003,Std,2012-05-08T00:30:00,1.425000,00:30:00
3698,MAC000003,Std,2012-05-08T01:00:00,1.488000,01:00:00
3699,MAC000003,Std,2012-05-08T01:30:00,0.712000,01:30:00
3700,MAC000003,Std,2012-05-08T02:00:00,0.133000,02:00:00
3701,MAC000003,Std,2012-05-08T02:30:00,0.355000,02:30:00
3702,MAC000003,Std,2012-05-08T03:00:00,0.177000,03:00:00
3703,MAC000003,Std,2012-05-08T03:30:00,0.521000,03:30:00
3704,MAC000003,Std,2012-05-08T04:00:00,0.170000,04:00:00
3705,MAC000003,Std,2012-05-08T04:30:00,0.462000,04:30:00
3706,MAC000003,Std,2012-05-08T05:00:00,0.097000,05:00:00
3707,MAC000003,Std,2012-05-08T05:30:00,0.096000,05:30:00
3708,MAC000003,Std,2012-05-08T06:00:00,0.442000,06:00:00
3709,MAC000003,Std,2012-05-08T06:30:00,0.560000,06:30:00
3710,MAC000003,Std,2012-05-08T07:00:00,0.710000,07:00:00
3711,MAC000003,Std,2012-05-08T07:30:00,0.346000,07:30:00
3712,MAC000003,Std,2012-05-08T08:00:00,0.256000,08:00:00
3713,MAC000003,Std,2012-05-08T08:30:00,0.271000,08:30:00
3714,MAC000003,Std,2012-05-08T09:00:00,0.213000,09:00:00
3715,MAC000003,Std,2012-05-08T09:30:00,0.167000,09:30:00
3716,MAC000003,Std,2012-05-08T10:00:00,0.145000,10:00:00
3717,MAC000003,Std,2012-05-08T10:30:00,0.095000,10:30:00
3718,MAC000003,Std,2012-05-08T11:00:00,0.131000,11:00:00
